id,sentence1,sentence2,paraphrase_type_ids,sentence1_segment_location,sentence2_segment_location,sentence1_tokenized,sentence2_tokenized
5331a3c0-32cf-43c0-8e17-3bef3b1d231d,This left the Eurotop 300 benchmark about six points off its highest level since January 17 -- hit earlier in the session.,The left the Eurotop 300 benchmark trading just short of its highest level since January 17 -- hit earlier in the session.,"[7, 25, 29]","[0, 0, 25, 25, 25, 25, 7, 7, 7, 7, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 25, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This', 'left', 'the', 'Eurotop', '300', 'benchmark', 'about', 'six', 'points', 'off', 'its', 'highest', 'level', 'since', 'January', '17', '--', 'hit', 'earlier', 'in', 'the', 'session', '.']","['The', 'left', 'the', 'Eurotop', '300', 'benchmark', 'trading', 'just', 'short', 'of', 'its', 'highest', 'level', 'since', 'January', '17', '--', 'hit', 'earlier', 'in', 'the', 'session', '.\n']"
bf8a7a6b-fc0f-43a9-b1dc-e189f7bdb9b5,"About 130,000 U.S. troops remain in Iraq, with others deployed in Afghanistan, South Korea and elsewhere.","About 130,000 US soldiers remain in Iraq, with others serving in Afghanistan, South Korea, Japan, Germany and elsewhere.","[4, 6, 6, 25, 29]","[25, 25, 4, 6, 25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 25, 25, 25, 25, 0, 0, 0]","['About', '130,000', 'U.S.', 'troops', 'remain', 'in', 'Iraq', ',', 'with', 'others', 'deployed', 'in', 'Afghanistan', ',', 'South', 'Korea', 'and', 'elsewhere', '.']","['About', '130,000', 'US', 'soldiers', 'remain', 'in', 'Iraq', ',', 'with', 'others', 'serving', 'in', 'Afghanistan', ',', 'South', 'Korea', ',', 'Japan', ',', 'Germany', 'and', 'elsewhere', '.\n']"
31de42fc-2739-4801-ac9a-72437d6673bc,United is working closely with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December.,United is working closely with the ATSB to replace those aspects of the company's original loan guarantee bid that were rejected as inadequate in December.,"[4, 6, 6, 25, 29]","[25, 25, 25, 25, 25, 25, 4, 4, 4, 4, 25, 25, 6, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 0, 6, 6, 6, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['United', 'is', 'working', 'closely', 'with', 'the', 'Air', 'Transportation', 'Stabilization', 'Board', 'to', 'replace', 'the', 'aspects', 'of', 'its', 'loan', 'guarantee', 'bid', 'that', 'were', 'rejected', 'as', 'inadequate', 'in', 'December', '.']","['United', 'is', 'working', 'closely', 'with', 'the', 'ATSB', 'to', 'replace', 'those', 'aspects', 'of', 'the', 'company', ""'s"", 'original', 'loan', 'guarantee', 'bid', 'that', 'were', 'rejected', 'as', 'inadequate', 'in', 'December', '.\n']"
5a280c30-bbe3-407d-adb7-8ade0893c9f4,"More than 1,000 people staged mostly peaceful protests during the talks, proclaiming that genetically modified foods weren't the answer to the world's food problems.","More than 1,000 people rallied over three days, proclaiming that genetically modified foods weren't the answer to the world's food problems.","[29, 28]","[29, 29, 29, 29, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['More', 'than', '1,000', 'people', 'staged', 'mostly', 'peaceful', 'protests', 'during', 'the', 'talks', ',', 'proclaiming', 'that', 'genetically', 'modified', 'foods', 'were', ""n't"", 'the', 'answer', 'to', 'the', 'world', ""'s"", 'food', 'problems', '.']","['More', 'than', '1,000', 'people', 'rallied', 'over', 'three', 'days', ',', 'proclaiming', 'that', 'genetically', 'modified', 'foods', 'were', ""n't"", 'the', 'answer', 'to', 'the', 'world', ""'s"", 'food', 'problems', '.\n']"
7646c3bb-061d-4c01-bd1f-d210c6772063,"Energy and Commerce Committee Chairman Billy Tauzin, R-La., said Friday that he will hold a hearing on the blackout as soon as lawmakers return in September.","House Energy and Commerce Committee Chairman Billy Tauzin, R-La., said his committee will hold a hearing on the power outage in September.","[7, 6, 5, 24, 25, 25, 29]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 0]","[24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 24, 24, 25, 25, 25, 25, 25, 25, 24, 24, 25, 25, 25]","['Energy', 'and', 'Commerce', 'Committee', 'Chairman', 'Billy', 'Tauzin', ',', 'R-La.', ',', 'said', 'Friday', 'that', 'he', 'will', 'hold', 'a', 'hearing', 'on', 'the', 'blackout', 'as', 'soon', 'as', 'lawmakers', 'return', 'in', 'September', '.']","['House', 'Energy', 'and', 'Commerce', 'Committee', 'Chairman', 'Billy', 'Tauzin', ',', 'R-La.', ',', 'said', 'his', 'committee', 'will', 'hold', 'a', 'hearing', 'on', 'the', 'power', 'outage', 'in', 'September', '.\n']"
3ad630d6-4a30-431a-8c2d-71cff848f03c,"The US chip market is expected to decline 2.1 percent this year, then grow 15.7 percent in 2004.","The Americas market will decline 2.1 percent to $30.6 billion in 2003, and then grow 15.7 percent to $35.4 billion in 2004.","[7, 2, 17, 25, 25, 25, 29, 30]","[25, 17, 25, 25, 17, 17, 17, 17, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 17, 25, 17, 17, 25, 25, 25, 25, 25, 25, 17, 17, 25, 17, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['The', 'US', 'chip', 'market', 'is', 'expected', 'to', 'decline', '2.1', 'percent', 'this', 'year', ',', 'then', 'grow', '15.7', 'percent', 'in', '2004', '.']","['The', 'Americas', 'market', 'will', 'decline', '2.1', 'percent', 'to', '$', '30.6', 'billion', 'in', '2003', ',', 'and', 'then', 'grow', '15.7', 'percent', 'to', '$', '35.4', 'billion', 'in', '2004', '.\n']"
344cddd1-c478-4f6f-806b-cc8580feceef,"At present, the FCC will not request personal identifying information prior to allowing access to the wireless network.",The FCC said that it won't request personal identifying information before allowing people to access the wireless network.,"[4, 6, 14, 25, 25, 29]","[25, 25, 25, 25, 25, 4, 4, 25, 25, 25, 25, 6, 6, 25, 14, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 0, 4, 4, 25, 25, 25, 25, 6, 25, 14, 14, 14, 25, 25, 25, 25]","['At', 'present', ',', 'the', 'FCC', 'will', 'not', 'request', 'personal', 'identifying', 'information', 'prior', 'to', 'allowing', 'access', 'to', 'the', 'wireless', 'network', '.']","['The', 'FCC', 'said', 'that', 'it', 'wo', ""n't"", 'request', 'personal', 'identifying', 'information', 'before', 'allowing', 'people', 'to', 'access', 'the', 'wireless', 'network', '.\n']"
976fdf17-41bc-4c93-8708-5c03e23ceb10,Previously he had seen the grinning mechanic from east Java only on television.,"Mr Hughes had seen Amrozi's face on television, the infamous images of the grinning mechanic from east Java.","[11, 26, 26, 25, 25, 25, 29]","[25, 11, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 25]","[11, 11, 0, 0, 25, 25, 25, 26, 26, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 0]","['Previously', 'he', 'had', 'seen', 'the', 'grinning', 'mechanic', 'from', 'east', 'Java', 'only', 'on', 'television', '.']","['Mr', 'Hughes', 'had', 'seen', 'Amrozi', ""'s"", 'face', 'on', 'television', ',', 'the', 'infamous', 'images', 'of', 'the', 'grinning', 'mechanic', 'from', 'east', 'Java', '.\n']"
be0d8825-9b7e-4778-a01a-6cb0cfe9cc85,No charges have been filed in the deaths of the other victims; Lupas said authorities were making progress in the case.,"No charges have been filed in those deaths, but prosecutor David Lupas said authorities were making progress in the case.","[6, 6, 17, 25, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['No', 'charges', 'have', 'been', 'filed', 'in', 'the', 'deaths', 'of', 'the', 'other', 'victims', ';', 'Lupas', 'said', 'authorities', 'were', 'making', 'progress', 'in', 'the', 'case', '.']","['No', 'charges', 'have', 'been', 'filed', 'in', 'those', 'deaths', ',', 'but', 'prosecutor', 'David', 'Lupas', 'said', 'authorities', 'were', 'making', 'progress', 'in', 'the', 'case', '.\n']"
302c3a24-325c-482e-beb9-ee55e85ccb1c,"Today, analysts say, UN members can no longer ignore the shifts since the September 11 2001 attacks.","On Wednesday, analysts say, UN members can no longer ignore the shifts since the attacks in the US of September 11 2001.","[11, 25, 29, 30]","[29, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 11, 11, 11, 11, 11, 25]","[0, 0, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 11, 11, 25, 25, 25, 11, 11, 11, 11, 29]","['Today', ',', 'analysts', 'say', ',', 'UN', 'members', 'can', 'no', 'longer', 'ignore', 'the', 'shifts', 'since', 'the', 'September', '11', '2001', 'attacks', '.']","['On', 'Wednesday', ',', 'analysts', 'say', ',', 'UN', 'members', 'can', 'no', 'longer', 'ignore', 'the', 'shifts', 'since', 'the', 'attacks', 'in', 'the', 'US', 'of', 'September', '11', '2001', '.\n']"
0ee21c19-c7e1-4b6f-9a32-e0a8e093a5b7,Retailers J.C. Penney Co. Inc. (JCP) and Walgreen Co. (WAG) kick things off on Monday.,Retailers J.C. Penney Co. Inc. JCP.N and Walgreen Co. WAG.N kick things off on Monday.,"[7, 7, 29, 21, 21]","[29, 29, 29, 29, 29, 21, 21, 21, 29, 29, 29, 21, 21, 21, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 21, 29, 29, 29, 21, 29, 29, 29, 29, 29, 29]","['Retailers', 'J.C.', 'Penney', 'Co.', 'Inc.', '(', 'JCP', ')', 'and', 'Walgreen', 'Co.', '(', 'WAG', ')', 'kick', 'things', 'off', 'on', 'Monday', '.']","['Retailers', 'J.C.', 'Penney', 'Co.', 'Inc.', 'JCP.N', 'and', 'Walgreen', 'Co.', 'WAG.N', 'kick', 'things', 'off', 'on', 'Monday', '.\n']"
a0674096-3f08-4dd1-aad7-aa4c497b5f8d,Officials said all three would be charged with conspiracy to commit murder.,All three of the teens were charged with offenses including conspiracy to commit murder.,"[2, 25, 25, 25, 29]","[25, 25, 25, 25, 2, 2, 2, 25, 25, 25, 25, 25, 25]","[0, 0, 25, 25, 25, 2, 2, 0, 25, 25, 0, 0, 0, 0, 0]","['Officials', 'said', 'all', 'three', 'would', 'be', 'charged', 'with', 'conspiracy', 'to', 'commit', 'murder', '.']","['All', 'three', 'of', 'the', 'teens', 'were', 'charged', 'with', 'offenses', 'including', 'conspiracy', 'to', 'commit', 'murder', '.\n']"
8d5bcba0-ba37-45e4-837e-0e00908e7b8f,"As of Friday, the U.S. Centers for Disease Control and Prevention reported 1,602 human cases of West Nile so far this year, including 28 deaths.","The Centers for Disease Control and Prevention reports there have been 1,602 human cases of West Nile virus nationwide this year and 28 deaths.","[5, 3, 25, 25, 25, 25, 25, 29, 21]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 3, 25, 25, 25, 25, 25, 25, 25, 25, 0, 0, 0, 5, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['As', 'of', 'Friday', ',', 'the', 'U.S.', 'Centers', 'for', 'Disease', 'Control', 'and', 'Prevention', 'reported', '1,602', 'human', 'cases', 'of', 'West', 'Nile', 'so', 'far', 'this', 'year', ',', 'including', '28', 'deaths', '.']","['The', 'Centers', 'for', 'Disease', 'Control', 'and', 'Prevention', 'reports', 'there', 'have', 'been', '1,602', 'human', 'cases', 'of', 'West', 'Nile', 'virus', 'nationwide', 'this', 'year', 'and', '28', 'deaths', '.\n']"
02f38fe5-3c34-41f0-bb3c-78aa864f9d0b,They returned in 1999 after rebel raids on a neighboring Russian region and a series of deadly apartment-building bombings that were blamed on the rebels.,"In 1999, troops returned after rebel raids on a neighbouring Russian region and a series of deadly apartment-house bombings in Russian cities that were blamed on the rebels.","[6, 6, 26, 25, 29]","[6, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 6, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0]","['They', 'returned', 'in', '1999', 'after', 'rebel', 'raids', 'on', 'a', 'neighboring', 'Russian', 'region', 'and', 'a', 'series', 'of', 'deadly', 'apartment-building', 'bombings', 'that', 'were', 'blamed', 'on', 'the', 'rebels', '.']","['In', '1999', ',', 'troops', 'returned', 'after', 'rebel', 'raids', 'on', 'a', 'neighbouring', 'Russian', 'region', 'and', 'a', 'series', 'of', 'deadly', 'apartment-house', 'bombings', 'in', 'Russian', 'cities', 'that', 'were', 'blamed', 'on', 'the', 'rebels', '.\n']"
0c04c5bd-9dd8-4df5-84b2-2861342c8364,The flamboyant entrepreneur flagged the plan after a meeting in London with Australian Tourism Minister Joe Hockey.,Sir Richard was speaking after a meeting in London with Australian Tourism Minister Joe Hockey.,"[29, 30]","[30, 30, 30, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[30, 30, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['The', 'flamboyant', 'entrepreneur', 'flagged', 'the', 'plan', 'after', 'a', 'meeting', 'in', 'London', 'with', 'Australian', 'Tourism', 'Minister', 'Joe', 'Hockey', '.']","['Sir', 'Richard', 'was', 'speaking', 'after', 'a', 'meeting', 'in', 'London', 'with', 'Australian', 'Tourism', 'Minister', 'Joe', 'Hockey', '.\n']"
998f85fb-c817-43c0-9cab-e86ddacff8f4,"""These documents are indecipherable to me, and the fact is that this investigation has led nowhere,"" the lawyer said.","""These documents are indecipherable to me,"" the lawyers said, ""and the fact is that this investigation has led nowhere.""","[1, 26, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 26, 29, 26, 26, 26, 29]","[29, 29, 29, 29, 29, 29, 29, 26, 26, 26, 26, 26, 26, 26, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['``', 'These', 'documents', 'are', 'indecipherable', 'to', 'me', ',', 'and', 'the', 'fact', 'is', 'that', 'this', 'investigation', 'has', 'led', 'nowhere', ',', ""''"", 'the', 'lawyer', 'said', '.']","['``', 'These', 'documents', 'are', 'indecipherable', 'to', 'me', ',', ""''"", 'the', 'lawyers', 'said', ',', '``', 'and', 'the', 'fact', 'is', 'that', 'this', 'investigation', 'has', 'led', 'nowhere', '.', ""''\n""]"
1e946115-ad63-4513-ac8e-9f4288f554fc,United already has paid the city $34 million in penalties for not meeting the first round of employment targets.,United has paid $34 million in penalties for failing to meet employment targets.,"[15, 25, 25, 25, 29]","[15, 25, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 15, 15, 15, 25, 25, 25]","['United', 'already', 'has', 'paid', 'the', 'city', '$', '34', 'million', 'in', 'penalties', 'for', 'not', 'meeting', 'the', 'first', 'round', 'of', 'employment', 'targets', '.']","['United', 'has', 'paid', '$', '34', 'million', 'in', 'penalties', 'for', 'failing', 'to', 'meet', 'employment', 'targets', '.\n']"
19c937d5-273b-4be3-8205-9ff02c2b7b64,Officials said the data will be used to verify whether they had stayed beyond their authorized time.,Officials said data will be used to verify whether travelers have exceeded their authorized stay.,"[6, 6, 11, 1, 3, 29]","[29, 29, 11, 11, 29, 29, 29, 29, 29, 29, 6, 1, 3, 6, 29, 29, 0, 29]","[29, 29, 11, 29, 29, 29, 29, 29, 29, 6, 1, 1, 29, 29, 3, 29]","['Officials', 'said', 'the', 'data', 'will', 'be', 'used', 'to', 'verify', 'whether', 'they', 'had', 'stayed', 'beyond', 'their', 'authorized', 'time', '.']","['Officials', 'said', 'data', 'will', 'be', 'used', 'to', 'verify', 'whether', 'travelers', 'have', 'exceeded', 'their', 'authorized', 'stay', '.\n']"
f30c2fd0-5160-44ba-8169-c0ed0655f422,"The SP 500 finished 13.78 points higher at 930.08, or 1.5 per cent, the highest level since January 14.","The SP rose 13.78, or 1.5 percent, to 930.08, the best level since Jan. 14.","[4, 6, 6, 6, 6, 26, 25, 29]","[0, 6, 6, 6, 6, 6, 0, 25, 6, 6, 0, 26, 26, 26, 26, 26, 26, 0, 6, 0, 0, 4, 0, 0]","[25, 6, 6, 6, 6, 25, 26, 26, 26, 26, 26, 6, 25, 0, 25, 6, 25, 25, 4, 25, 25]","['The', 'S', '', 'P', '500', 'finished', '13.78', 'points', 'higher', 'at', '930.08', ',', 'or', '1.5', 'per', 'cent', ',', 'the', 'highest', 'level', 'since', 'January', '14', '.']","['The', 'S', '', 'P', 'rose', '13.78', ',', 'or', '1.5', 'percent', ',', 'to', '930.08', ',', 'the', 'best', 'level', 'since', 'Jan.', '14', '.\n']"
ef70c2b8-a7c0-4252-80df-ee3488912e51,"Deirdre Hisler, Government Canyon's manager, said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.","Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal.","[6, 26, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 0, 26, 6, 6, 6, 6, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 25, 25, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['Deirdre', 'Hisler', ',', 'Government', 'Canyon', ""'s"", 'manager', ',', 'said', 'the', 'state', 'has', 'long', 'had', 'its', 'eye', 'on', 'this', 'piece', 'of', 'property', 'and', 'is', 'eager', 'to', 'complete', 'the', 'deal', 'to', 'obtain', 'it', '.']","['Deirdre', 'Hisler', ',', 'Government', 'Canyon', ""'s"", 'manager', ',', 'said', 'the', 'state', 'long', 'has', 'coveted', 'this', 'piece', 'of', 'property', ',', 'and', 'is', 'eager', 'to', 'complete', 'the', 'deal', '.\n']"
cb1e6d75-0690-4857-ad63-ffa4cdf082b2,Sens. John Kerry and Bob Graham declined invitations to speak.,The no-shows were Sens. John Kerry of Massachusetts and Bob Graham of Florida.,"[25, 25, 25, 29, 28]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 25, 25, 0, 0, 0, 25, 25, 25]","['Sens', '.', 'John', 'Kerry', 'and', 'Bob', 'Graham', 'declined', 'invitations', 'to', 'speak', '.']","['The', 'no-shows', 'were', 'Sens', '.', 'John', 'Kerry', 'of', 'Massachusetts', 'and', 'Bob', 'Graham', 'of', 'Florida', '.\n']"
a6e81b76-c4a3-4771-a014-cfc0c421091c,Several police officers were also said to be seriously hurt.,Three other police officers were among five people who were seriously injured.,"[6, 25, 29, 28]","[6, 25, 25, 29, 29, 29, 29, 29, 29, 29, 25]","[6, 25, 29, 29, 0, 0, 0, 0, 0, 0, 0, 0, 29]","['Several', 'police', 'officers', 'were', 'also', 'said', 'to', 'be', 'seriously', 'hurt', '.']","['Three', 'other', 'police', 'officers', 'were', 'among', 'five', 'people', 'who', 'were', 'seriously', 'injured', '.\n']"
9b22e665-04b6-40b1-884b-cbe65b8232c3,"But while the prime minister's trial judders to a halt, his co-defendants in the same case are not protected.","While he is now spared that threat, his co-defendants in the same case are not protected.","[6, 6, 25, 29, 28]","[25, 29, 6, 6, 6, 6, 6, 0, 0, 0, 0, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[25, 29, 29, 29, 29, 29, 29, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 0]","['But', 'while', 'the', 'prime', 'minister', ""'s"", 'trial', 'judders', 'to', 'a', 'halt', ',', 'his', 'co-defendants', 'in', 'the', 'same', 'case', 'are', 'not', 'protected', '.']","['While', 'he', 'is', 'now', 'spared', 'that', 'threat', ',', 'his', 'co-defendants', 'in', 'the', 'same', 'case', 'are', 'not', 'protected', '.\n']"
8514f8b7-71a3-497a-a60a-4c6769828308,IBM of the US and Infineon Technologies of Germany will today announce a technological development that could threaten multi-billion dollar memory chip markets.,IBMof the US andInfineon Technologies of Germany willon Tuesdayannounce a technological development that could threaten multi-billion dollar memory chip markets.,"[29, 30]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 30, 30, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['IBM', 'of', 'the', 'US', 'and', 'Infineon', 'Technologies', 'of', 'Germany', 'will', 'today', 'announce', 'a', 'technological', 'development', 'that', 'could', 'threaten', 'multi-billion', 'dollar', 'memory', 'chip', 'markets', '.']","['IBMof', 'the', 'US', 'andInfineon', 'Technologies', 'of', 'Germany', 'willon', 'Tuesdayannounce', 'a', 'technological', 'development', 'that', 'could', 'threaten', 'multi-billion', 'dollar', 'memory', 'chip', 'markets', '.\n']"
21b2d1ad-13dd-4e55-812c-0c03d9810ee8,"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical.""",GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.,"[6, 6, 6, 6, 29, 21]","[6, 6, 29, 29, 6, 29, 6, 29, 29, 29, 29, 21, 21, 21, 29, 21]","[6, 6, 6, 6, 29, 29, 6, 29, 6, 29, 29, 29, 29, 21, 21, 29]","['Mr.', 'Bankhead', 'said', 'the', 'crime', 'scenes', 'indicated', 'that', 'the', 'killer', 'was', '``', 'very', 'methodical', '.', ""''""]","['GBI', 'spokesman', 'John', 'Bankhead', 'said', 'the', 'murder', 'scenes', 'showed', 'that', 'the', 'killer', 'was', 'very', 'methodical', '.\n']"
c5cd9cfb-48d6-426b-9011-8ab7f3ce4638,"""Good cause has been clearly shown that such change of venue is necessary to ensure a fair and impartial trial,"" Prince William County Circuit Judge LeRoy Millette Jr. wrote.","Circuit Judge LeRoy Millette said it ""has been clearly shown that such a change of venue is necessary to ensure a fair and impartial trial.""","[5, 6, 11, 26, 25, 25, 29, 21]","[0, 6, 6, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 25, 25, 25, 26, 26, 26, 26, 25, 26, 0]","[26, 26, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 0, 25]","['``', 'Good', 'cause', 'has', 'been', 'clearly', 'shown', 'that', 'such', 'change', 'of', 'venue', 'is', 'necessary', 'to', 'ensure', 'a', 'fair', 'and', 'impartial', 'trial', ',', ""''"", 'Prince', 'William', 'County', 'Circuit', 'Judge', 'LeRoy', 'Millette', 'Jr.', 'wrote', '.']","['Circuit', 'Judge', 'LeRoy', 'Millette', 'said', 'it', '``', 'has', 'been', 'clearly', 'shown', 'that', 'such', 'a', 'change', 'of', 'venue', 'is', 'necessary', 'to', 'ensure', 'a', 'fair', 'and', 'impartial', 'trial', '.', ""''\n""]"
bc1bd74d-3cf1-478f-934c-098d25fd8c20,"""Arifin has disclosed to the ISD that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand,"" the government said.","""Arifin has disclosed . . . that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand.","[25, 25, 29, 21, 21]","[29, 29, 29, 29, 25, 25, 25, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 0, 25, 25, 25, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25]","['``', 'Arifin', 'has', 'disclosed', 'to', 'the', 'ISD', 'that', 'he', 'is', 'involved', 'with', 'a', 'group', 'of', 'like-minded', 'individuals', 'in', 'planning', 'terrorist', 'attacks', 'against', 'certain', 'targets', 'in', 'Thailand', ',', ""''"", 'the', 'government', 'said', '.']","['``', 'Arifin', 'has', 'disclosed', '.', '.', '.', 'that', 'he', 'is', 'involved', 'with', 'a', 'group', 'of', 'like-minded', 'individuals', 'in', 'planning', 'terrorist', 'attacks', 'against', 'certain', 'targets', 'in', 'Thailand', '.\n']"
581e4166-313b-422e-ae64-6eb7bba5e31e,"Nonetheless, the economy ""has yet to exhibit sustainable growth.""",But the economy hasn't shown signs of sustainable growth.,"[6, 6, 6, 11, 29, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['Nonetheless', ',', 'the', 'economy', '``', 'has', 'yet', 'to', 'exhibit', 'sustainable', 'growth', '.', ""''""]","['But', 'the', 'economy', 'has', ""n't"", 'shown', 'signs', 'of', 'sustainable', 'growth', '.\n']"
96c2a0c5-eb31-41d0-b253-3cc038d7221a,"After 10 years of debate, the government is requiring food labels to reveal exact levels of the artery clogger.","That's about to change, now that the government is requiring food labels to reveal exact levels of the artery clogger.","[25, 29, 30]","[29, 29, 29, 29, 29, 29, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 25, 25, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['After', '10', 'years', 'of', 'debate', ',', 'the', 'government', 'is', 'requiring', 'food', 'labels', 'to', 'reveal', 'exact', 'levels', 'of', 'the', 'artery', 'clogger', '.']","['That', ""'s"", 'about', 'to', 'change', ',', 'now', 'that', 'the', 'government', 'is', 'requiring', 'food', 'labels', 'to', 'reveal', 'exact', 'levels', 'of', 'the', 'artery', 'clogger', '.\n']"
2e52ee76-0105-40b6-9593-4286834a3b99,"They note that after several weeks of rallies on upbeat earnings, investors are looking for stronger evidence of a recovery before sending stocks higher.","After several weeks of market rallies on upbeat earnings, many investors are looking for more concrete signs of an economic recovery.","[6, 6, 11, 1, 25, 25, 25, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 11, 25, 25, 25, 6, 1, 25, 0, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 11, 11, 25, 25, 25, 6, 6, 1, 25, 0, 25, 25, 25]","['They', 'note', 'that', 'after', 'several', 'weeks', 'of', 'rallies', 'on', 'upbeat', 'earnings', ',', 'investors', 'are', 'looking', 'for', 'stronger', 'evidence', 'of', 'a', 'recovery', 'before', 'sending', 'stocks', 'higher', '.']","['After', 'several', 'weeks', 'of', 'market', 'rallies', 'on', 'upbeat', 'earnings', ',', 'many', 'investors', 'are', 'looking', 'for', 'more', 'concrete', 'signs', 'of', 'an', 'economic', 'recovery', '.\n']"
