id,sentence,sentiment
5c15a004-b740-4517-9d43-2fb54015bdb4,"It is messy , uncouth , incomprehensible , vicious and absurd .",0
63940188-f111-497d-9a85-ec6286e39473,"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",4
a1f2de54-462f-4e5f-95ca-2e1c43095393,"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",1
e00b6f30-ddbc-49c7-bc02-d831557a098a,"If you already like this sort of thing , this is that sort of thing all over again .",2
3692d3be-8b53-42b0-9b77-fdc8ac77f07d,"Um , no. .",2
79c55877-ff08-492f-bfdc-d8ae4891f1a3,Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .,1
46ad566f-c6c7-44af-a4a2-5ace13c439ce,"Brainy , artistic and muted , almost to the point of suffocation .",2
52f967a7-5d39-417f-9cb4-b845fd39d211,I 'm going to give it a marginal thumbs up .,3
59ca81fe-25b0-42a4-b110-22082404f739,This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .,0
eb1f8b4c-4073-4b14-83c0-c6788d585983,Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,4
fad31d66-1c05-4d55-a6e8-4f1c5f25dbd4,Director Rob Marshall went out gunning to make a great one .,3
1dae2d3c-2d2e-4578-85dd-a5de421e29ec,"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",1
7ca7e8bc-ffd7-4a90-b3d9-d5bda1012b5a,"Made me feel uneasy , even queasy , because ( Solondz 's ) cool compassion is on the border of bemused contempt .",2
6b4cb3c4-8725-43a9-baf8-c6f09c8ef3ce,A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .,3
392bd5f3-fb06-402e-b55d-6a7070ff62c6,The Ya-Ya 's have many secrets and one is - the books are better .,0
60d3f859-f45e-47b1-9604-21f647430f60,"This Orange has some juice , but it 's far from fresh-squeezed .",1
1832f074-82d4-4f58-b885-300decaf4098,The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,0
6083c820-b8d1-4017-9eba-057d8d66d51f,Rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .,2
0f9a93bb-9cd8-471b-94f8-9c69e5795033,"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .",3
913b935f-2f94-485e-bd4a-f9ee04747566,"It dares to be a little different , and that shading is what makes it worthwhile .",3
8f86288d-0fb5-46a6-a812-46f03c93c57d,What 's worse is that Pelosi knows it .,1
85694de7-606b-427d-b4c0-b4824e8e9e56,"The film would work much better as a video installation in a museum , where viewers would be free to leave .",0
f4f7cb42-6ca4-4274-9551-40453b5080bc,"Never Again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",3
dab5fdc2-7802-4042-b66a-864e135665b7,"Just like Hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .",0
c86cb157-807f-4e8e-b0c6-5ed56dd1ac9a,This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .,0
ab6b4d56-157c-4932-9233-7a11bc449192,Together ( Time Out and Human Resources ) establish Mr. Cantet as France 's foremost cinematic poet of the workplace .,3
ea7cac10-063d-4630-901a-fc042e7b9804,"It proves quite compelling as an intense , brooding character study .",3
eabdbe8d-aec4-4930-b1cf-f82059f2460a,"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",4
a746a037-4042-42c4-9a89-dbb261b7f7f5,Might best be enjoyed as a daytime soaper .,2
466a716c-253d-4eb2-a92f-f3a4acefd167,"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",2
d4fcc0c1-ce5e-4516-83e6-090947233a23,"One of the best , most understated performances of ( Jack Nicholson 's ) career .",4
d9bcf2f4-312b-4654-ae66-ff59069f6ad7,"The people in ABC Africa are treated as docile , mostly wordless ethnographic extras .",2
93c1e7d3-7d17-4120-b2cb-921b2102c59d,"What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",3
e0fef533-fb56-4727-924f-878cf5fe681b,"Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .",4
66c6edf0-53f4-47ce-838f-6803c03f82f9,"A splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",4
f8888311-7b24-43f8-b808-d1054579b2d4,No screen fantasy-adventure in recent memory has the showmanship of Clones ' last 45 minutes .,4
67b2797e-de62-46ec-ae0d-c4fe523ebcee,Bang !,2
e99e3773-e54d-456f-b01d-012dae5cce30,Equilibrium is what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949 .,2
3ee01fa6-b857-46bc-bfea-807d2f0235ef,A negligible British comedy .,1
21557fda-de98-4e2c-bfaa-4d70bd359ed1,The film is about the relationships rather than about the outcome .,2
5c19f443-eacb-41bd-9910-a91d9f20ef0c,"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .",0
c35cb4e5-da19-4f4e-ba04-7a8edc7004e3,A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .,4
82733bb1-6613-44e7-a982-617454fd2ca6,There 's got to be a more graceful way of portraying the devastation of this disease .,1
dc4748f0-26ad-44a0-925a-7c6c33262913,What makes Esther Kahn so demanding is that it progresses in such a low-key manner that it risks monotony .,1
3ee61269-65d8-4ecf-b460-2782ea4652eb,Wins my vote for ` The 2002 Enemy of Cinema ' Award .,2
b3400914-cdf9-45ff-b9e3-2a73fe971992,"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .",1
b306e87d-f079-4fb5-89ca-b11008cdf5c5,"Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",3
7fca555c-bf56-4890-8dad-49ecaa1c630b,It 's an often-cute film but either needs more substance to fill the time or some judicious editing .,2
5c24f639-895d-47a4-b33f-2b4921c01fc5,"The story may not be new , but Australian director John Polson , making his American feature debut , jazzes it up adroitly .",4
5eea5032-6be2-4627-ae06-9b78cfe58f5e,"A preposterous , prurient whodunit .",0
ca0377f8-7540-46d6-aa1f-c2bdd43eb4be,"Same song , second verse , coulda been better , but it coulda been worse .",2
34447b3b-8044-4368-ae8b-4af4d0e24e13,"If ( Jaglom 's ) latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",3
f7ef78d1-a7ba-4d55-b510-17a8c705b97c,Whether you like it or not is basically a matter of taste .,2
faba9120-8564-42e6-833c-69f5896d96d0,"The filmmakers are playing to the Big Boys in New York and L.A. To that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .",1
03c62f86-9529-4127-8623-113b51e2b420,I 'm not exactly sure what this movie thinks it is about .,1
ae80727a-97c1-4294-ad61-253c4e87be09,A little weak -- and it is n't that funny .,1
5b2495a1-9c83-48e1-9a25-9d97070fb353,"While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",3
fb1c222c-22bc-4749-8d4e-51322f3bcb7f,Epps has neither the charisma nor the natural affability that has made Tucker a star .,0
04afa125-9ce6-4059-801f-088722e0a3eb,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,1
8fe23285-161e-44de-b72f-61abaca6c95e,The film is impressive for the sights and sounds of the wondrous beats the world has to offer .,4
e0397f19-7a12-4776-9cc6-53e3fe6e5dfb,"Did no one on the set have a sense of humor , or did they not have the nerve to speak up ?",1
7bf66071-09fd-4deb-9d74-b3a0df923d68,Becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,0
33218ea4-8695-4264-8024-14f99996b50d,"But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",0
63dc6f60-bd71-4164-8cc2-0cbf372d8df2,Choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,0
927c597e-c1b8-4084-90c8-64e9bdd66d47,"Assayas ' ambitious , sometimes beautiful adaptation of Jacques Chardonne 's novel .",3
0eb4af4c-af69-4404-9f62-6ad5ba7f3e3d,Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .,3
4ad02f0e-909d-4330-8e05-47e05890cbac,"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",3
430d92b7-4101-48cb-95ea-6d00ae9f8397,It never fails to engage us .,4
35d712d2-3991-4076-b5ef-f261eebfae0b,"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon , but Showtime 's uninspired send-up of TV cop show cliches mostly leaves him shooting blanks .",3
041114e6-10a5-4b1d-931b-e8fff7ea8a2f,"Culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",3
f94d4b56-e491-475a-807a-9c804b9f3502,"Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .",2
0e6622b0-7775-42be-a723-4581c825978c,"The film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... Alas , Santa is more ho-hum than ho-ho-ho and the Snowman ( who never gets to play that flute ) has all the charm of a meltdown .",1
d76e8cc1-53d3-4be7-a0eb-05057ad4d45d,"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",1
c1bcdb25-7ce1-4371-89cf-f2960f9b6ee3,All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938 .,1
d5c87c0d-bbc7-47cd-afdd-4b647389484e,Tries so hard to be quirky and funny that the strain is all too evident .,0
755528b3-054a-42f2-8eb2-6b2a98c65d31,Jacquot 's Tosca is a treat .,3
607b0034-5148-45f2-b95a-f7821af8270c,"Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .",2
49bebc89-cc4c-4b4a-b492-528612fe849e,There 's something about a marching band that gets me where I live .,2
52f1e8e0-006b-49d7-ac9d-2e5558338d0c,"The film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",1
c856aa25-048a-4e45-bbec-0cd56b2d1989,The most compelling Wiseman epic of recent years .,4
61c785ae-62d7-459c-b75c-8355854616b9,Naipaul fans may be disappointed .,1
1c939d5a-db9d-422b-93a3-02adb04ba524,An engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .,3
139f6c68-ea8f-4fab-8cb4-85843d899f45,Likely to expertly drum up repressed teenage memories in any viewer .,2
2ac72121-5881-4681-8fff-72ad26cc9f07,Almost as offensive as `` Freddy Got Fingered . '',1
a1faaab8-df84-4e5c-962b-a72d8b56e8de,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .",1
ebd736ad-c745-46e1-b05b-1e73f59d421a,The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,3
bcab08bc-6eb5-430f-8c73-3f99b2e6f11f,( At least ) Moore is a real charmer .,3
87351737-9c27-41b0-b863-7c48d5c5d840,Coughs and sputters on its own postmodern conceit .,1
37b895a2-e857-4954-9079-ee34e7a2891f,"A delectable and intriguing thriller filled with surprises , Read My Lips is an original .",4
48dded0d-f2a8-4d3a-af7f-9be305b554cd,It 's one of the saddest films I have ever seen that still manages to be uplifting but not overly sentimental .,4
a1e7b9c8-c49f-4e46-9af2-68609e33836e,What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,0
248b9818-448d-49c3-b255-95be75bdc4c9,"Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .",4
d8b3cee0-68be-472d-9734-30b5b0c032d9,"An operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .",3
56ed2700-433a-4d2b-8e60-02359a6d65fb,"For more than two decades Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",3
1bd4661b-887b-49ab-b16f-3a4fc93111e1,An engrossing Iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,3
82b4772f-78d6-44fb-978f-1181f98440d2,"Hilarious , touching and wonderfully dyspeptic .",4
5107a3c1-815a-45ba-9e82-d57eb9af25c9,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,0
cf8d014a-f4e2-4894-862d-6bf212157245,"It 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",3
a33ce8fc-26d0-41ad-9811-4dc9c08dd955,"The movie is well done , but slow .",1
54f34723-efe9-4578-85f5-49a99f41a4a3,If you recognize Zeus ( the dog from Snatch ) it will make you wish you were at home watching that movie instead of in the theater watching this one .,1
8a163976-16d7-473d-933d-82f22b422cfe,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,4
1c23138c-2187-423e-a7e6-d94692af1f7f,"The movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",4
23a70f56-b0cf-4ac1-abac-ea535f01f17c,"A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",3
8201a926-8ddf-4ae2-adc4-ff9b36b8f2cf,An experience so engrossing it is like being buried in a new environment .,3
1d7ff19b-8fbf-4619-9ad6-2ff2ba333811,"Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",2
3b21d495-b922-4f67-a58b-5a4f9c2c0d5f,"More than anything else , Kissing Jessica Stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",4
691fe70c-32bc-4914-912b-8b98d873a3e8,"Though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare .",3
bf726c22-ec5c-4112-9e5f-dd72b1bb6404,Villeneuve spends too much time wallowing in Bibi 's generic angst ( there are a lot of shots of her gazing out windows ) .,1
109a105b-9f2e-47b9-a0b6-f5bde492a02d,"Crudup 's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",3
6a5b8d0f-631e-44b8-9781-ac6f1f20653e,It has all the excitement of eating oatmeal .,1
4ab24bed-1850-40d1-970c-743eaae9c916,It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .,3
5d0e17a1-eefe-431f-834e-b36dadd51c9a,Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .,3
d567a3eb-5338-4cdf-9b1c-c29d7d4620f3,"... feels as if ( there 's ) a choke leash around your neck so director Nick Cassavetes can give it a good , hard yank whenever he wants you to feel something .",0
e526d44d-c357-491c-9c29-a002d7c4b891,"( Janey ) forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .",1
a12a1ff7-ddf0-4392-bfbe-00e8f208afee,"There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .",1
ea5eb51c-f01f-41a7-91be-a0e35fdf5336,... passable enough for a shoot-out in the o.k. court house of life type of flick .,2
a35eb174-bbb3-46f0-bdbb-3b767bd47829,As inept as big-screen remakes of The Avengers and The Wild Wild West .,1
cc742721-bbfb-4e85-9db0-4e3d18c30e94,"He seems to want both , but succeeds in making neither .",1
78ecc977-737c-4a0f-baac-8497909495ea,"` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .",0
679d317e-b674-4a75-b396-e85b99ead81c,It 's Young Guns meets Goodfellas in this easily skippable hayseeds-vs .,2
878cf60b-4c6d-43dc-9134-b6368440d5d5,An unsophisticated sci-fi drama that takes itself all too seriously .,1
21a16bdf-3660-4692-8eb5-9295ab64e849,A loving little film of considerable appeal .,4
6b991ec4-2e5c-4dfb-9c3f-1cd25c04ea14,"s face is chillingly unemotive , yet he communicates a great deal in his performance .",2
0f18f175-f93a-4570-8d9b-a547f33cfa5e,"Sweetly sexy , funny and touching .",4
5cb3aea2-ee8d-45e9-b618-8d24bb014a52,Steven Spielberg brings us another masterpiece,4
ddf3678c-a5de-413b-acad-f2784f9e3efc,"It ca n't escape its past , and it does n't want to .",2
3d5aad95-2c86-4514-ba72-9d28cd80bf0a,Could this be the first major studio production shot on video tape instead of film ?,1
419e0cdb-2394-4762-9e35-28c6f39b8919,The entire movie establishes a wonderfully creepy mood .,4
12d818cc-b2d6-442c-bbe6-7d6dec9e32fe,Veers uncomfortably close to pro-Serb propaganda .,2
c09718a3-3738-4961-989c-9741554de8b2,"The boys ' sparring , like the succession of blows dumped on Guei , wears down the story 's more cerebral , and likable , plot elements .",2
1e59d28e-bfad-4023-b5ea-e331f29a5690,"The fluid motion is astounding on any number of levels -- including the physical demands made on Büttner -- and it implies in its wake the intractable , irreversible flow of history .",3
0ccbc39a-2f95-4392-a387-a036a9ae026a,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,0
efaebd68-7346-4747-8529-5c161717b80a,You wonder why Enough was n't just a music video rather than a full-length movie .,1
d37d57ec-4ae1-4033-83e4-e7069d37dc3d,That death is merely a transition is a common tenet in the world 's religions .,2
9743bf41-93e2-4e7b-95e2-723c2e25dcf5,Master of Disguise runs for only 71 minutes and feels like three hours .,0
95bac5bc-4204-4966-a14e-cba7e9694b9d,"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's .",1
e5fd94b4-2b0f-473a-9514-944bcf5c3d95,"If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian .",2
2013fabc-7b15-4346-bfa2-93d3e673569e,"None of this so-called satire has any sting to it , as if Woody is afraid of biting the hand that has finally , to some extent , warmed up to him .",1
4fc59989-73a5-499c-8bc1-5d1358822f2f,Clayburgh and Tambor are charming performers ; neither of them deserves Eric Schaeffer .,2
96faa9a6-51b4-4932-87c5-f066f72ec392,It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .,3
6bdef032-bdfe-4437-b08c-5af27db6c4f2,Resembles a soft porn Brian De Palma pastiche .,1
7e6c55bd-5f22-4598-9b9a-40e629ca7b1e,Choose your reaction : A. ) That sure is funny !,3
aa724812-0cc1-4f7d-b322-5c653b593345,LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other .,4
bdc9a231-1687-492e-844b-1b2d118f16ed,"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",0
4269cc8e-6556-44de-b5f5-239cc822e944,The movie is about as humorous as watching your favorite pet get buried alive .,0
50aaa3f9-94c7-4853-acfa-a1641422f538,Done in mostly by a weak script that ca n't support the epic treatment .,0
b4e836b5-5ca6-4b5a-b3d9-dbe33e3ca938,Remarkable for its intelligence and intensity .,4
ca5c6bb6-e756-435c-a09e-2ec5874380ba,... one of the more influential works of the ` Korean New Wave ' .,4
a7e5a031-7d22-4f01-911e-886edf688ea3,"All in all , there 's only one thing to root for : expulsion for everyone .",1
863b3784-f924-4d5c-b221-de4d2ccceee6,"Nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .",1
c233de21-1562-44e5-bb7b-dbd512ca8405,The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,0
47e32da5-7894-4eb6-8394-f902c922d6c8,"There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .",3
b20aef5f-82c3-4756-b071-33724d575bb5,"By the time the surprise ending is revealed , interest can not be revived .",1
83785ca9-cfd3-4c46-ba46-4a662cc78d3a,"Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she 's gonna make you feel like you owe her big-time .",2
a1f156ef-11b1-4159-8f5d-e4b1273f52e5,"Some of Seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",0
ab8432f5-0559-4613-af70-e1b21b049e63,"Parts seem like they were lifted from Terry Gilliam 's subconscious , pressed through Kafka 's meat grinder and into Buñuel 's casings",3
e4c35120-233b-4307-a209-5bd0ef3f9d6a,"Despite its flaws , Secretary stays in your head and makes you question your own firmly held positions .",3
88cab4bd-6adb-476b-80ce-c2c8b895dba6,So relentlessly wholesome it made me want to swipe something .,2
d783ef4c-fdfc-4b22-967a-7f9ce031cf4a,The film 's snags and stumblings are more than compensated for by its wryly subversive tone .,2
52473646-d9f1-44d7-bee5-8effe7ce1f9c,The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .,1
a0f0edf1-04e2-47aa-910a-cd3cc9ff1f51,Knockaround Guys plays like a student film by two guys who desperately want to be Quentin Tarantino when they grow up .,1
29486e41-1519-48a1-90b8-9b45a65527da,Rice never clearly defines his characters or gives us a reason to care about them .,1
a2045a95-e029-4407-9b06-e297581e9b86,"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",4
eabe5bcd-d66f-4a49-a272-0201df6f6263,"A movie that will thrill you , touch you and make you laugh as well .",3
8fab4938-3989-4f38-9358-fe54dca6aa2b,Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . ',3
0d8403cb-24f3-48eb-ba18-9f245157081e,Should have been someone else -,1
8b1a1768-5601-4665-9aec-2f61dd3dc24d,"The dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",1
5ec82e91-83a8-4665-82e6-3c7d947e8e2c,A captivating new film .,4
bbac6acc-754e-475d-9269-edbc9aeeb272,The picture does n't know it 's a comedy .,2
c731fce8-8e85-4da6-a393-989459d517f5,"For 95 often hilarious minutes , ( Cho ) riffs on the diciness of colonics , on straight versus gay personal ads , on how men would act if they had periods , and on the perils of a certain outré sexual practice .",2
ebecaad3-b6a9-40b0-8d3d-79eadca31863,( A ) stale retread of the '53 original .,1
19e5853b-9c4a-44d0-9f2f-62064d47c407,A beguiling splash of pastel colors and prankish comedy from Disney .,4
b5238150-dd34-411e-8327-65ef9c0f6deb,"The charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",1
8a196c5b-a73a-4337-85ac-8e79c7e5328a,What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .,3
fee17af3-479c-41b6-ac2c-176707d5fda9,"Spider-Man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",1
e30fc1f0-0dab-48ab-af5f-07b7811ff925,Sweet Home Alabama certainly wo n't be remembered as one of ( Witherspoon 's ) better films .,1
120ba52b-caa3-4c7a-95d5-006e89b98cfb,"All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .",1
ca35ab02-8efb-439d-93fb-45828df1bfdd,"But Windtalkers does n't beat that one , either .",1
58db79fe-1dd7-4707-aa9a-5d82397f3fe1,The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion .,0
6b4ff72d-4f11-4f2a-b760-575031410855,"There is a real subject here , and it is handled with intelligence and care .",4
fc17daf6-3f47-492a-96b7-e6268a7a6671,"Devotees of Star Trek II : The Wrath of Khan will feel a nagging sense of deja vu , and the grandeur of the best Next Generation episodes is lacking .",1
c61bcf3d-7afa-48e3-8954-21577f5c3913,"The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .",3
b000459f-2398-4f0c-9ed7-323cd944e305,Poignant and funny .,3
7192c9e0-ff1a-40e3-81b9-9cacd614ae80,Ever see one of those comedies that just seem like a bad idea from frame one ?,1
4e371dd2-50b3-4e5f-9053-43eb01945c44,"It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .",0
d331b70d-96f1-43c9-99b0-305c46b34a41,"While Undisputed is n't exactly a high , it is a gripping , tidy little movie that takes Mr. Hill higher than he 's been in a while .",3
319a0dd6-ea87-4570-9860-5fff96e2c367,"Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .",3
4d258d27-5fed-4e2a-b77b-d4a05bacec94,May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,2
291f665a-232e-4f3b-a9bd-a79b14680cc8,It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,0
e413d683-8188-45e0-b8c0-e3547131de9d,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .",2
47e89177-7f8a-4c06-8af5-54646cb9eb96,"If the material is slight and admittedly manipulative , Jacquot preserves Tosca 's intoxicating ardor through his use of the camera .",3
231f2b06-5298-431d-9d43-2389329ebdc4,"Though there 's a clarity of purpose and even-handedness to the film 's direction , the drama feels rigged and sluggish .",1
25b054bb-5fc5-4e62-9b3a-72c7372970fd,"No amount of burning , blasting , stabbing , and shooting can hide a weak script .",0
202a701c-e4be-4313-899c-f38ff8df6965,"Leigh is n't breaking new ground , but he knows how a daily grind can kill love .",3
4f8ceb77-1a1b-4dc1-b2d2-dedb2c4b97e5,"Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted .",3
9f5a7bf3-4eaf-47f5-862a-eb4d139e11cf,"Benefits from a strong performance from Zhao , but it 's Dong Jie 's face you remember at the end .",3
cebe4ecc-fd7d-4c15-ab66-7e9d3514f4d7,"If the plot seems a bit on the skinny side , that 's because Panic Room is interested in nothing more than sucking you in ... and making you sweat .",3
78ec0f93-1ebc-4f13-8bce-558ac7f4cd21,"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",0
9020f2bb-16bc-464f-a681-1d264f232f60,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,3
a67b9e41-f2c1-469d-a5f6-2f4afc6b26dd,"There are things to like about Murder By Numbers -- but , in the end , the disparate elements do n't gel .",2
7c2433b7-0666-45a2-b204-232e56225713,"It 's all very cute , though not terribly funny if you 're more than six years old .",3
334c2037-8207-4049-8f70-c9618e0b366c,... spellbinding fun and deliciously exploitative .,4
288916d7-3c72-4763-98bd-e865c8657037,A zinger-filled crowd-pleaser that open-minded Elvis fans ( but by no means all ) will have fun with .,4
7e1611e5-2209-4b9f-9438-04f24a9c81fd,"This is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",0
f1ef7f60-c8a5-4d4f-b794-2e9c40d13c56,It 's kind of sad that so many people put so much time and energy into this turkey .,1
1e49779c-0223-4935-88d3-9bb5d0d88187,But they do n't fit well together and neither is well told .,1
a58d3053-91a1-42ec-ace0-fd1431764732,"Trying to figure out the rules of the Country Bear universe -- when are bears bears and when are they like humans , only hairier -- would tax Einstein 's brain .",1
a694aad6-20fa-498d-b049-f8af85691df8,"There 's a lot of good material here , but there 's also a lot of redundancy and unsuccessful crudeness accompanying it .",2
8bd377cd-2dfd-4c23-9786-83afcc87e7de,"Triumph of Love is a very silly movie , but the silliness has a pedigree .",2
ef521296-f34c-4f95-b175-b2a769d3e8ba,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .,0
8fcd1743-a751-446e-b0a4-4a2f5f13f4df,"It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",1
