id,sentence1,sentence2,similarity
2939b888-9ede-481d-8dbd-672f52b0c130,A boy does a skateboard trick on the stairs downtown.,a boy is running on the sidewalk,0.6
91577296-f9b3-4cd2-bbfa-dde1f780d9d0,"I've still got a fighting chance, though,"" Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.","""I'm still not red-hot favourite,"" Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.",3.75
63232a5e-78ec-40bb-bd1a-dc81f7d1bafb,Your worry is a valid one; the reader could be frustrated by this.,I don't believe not knowing a character's name would be confusing unless you make it so.,1.4
f6f6051e-6d61-42a1-ac02-43ffcaa88175,Man dies in Co Donegal house fire,Woman dies in Co Cork house fire,2.2
88055cfe-352d-4649-8754-67b2602998bb,A cat standing on tree branches.,A black and white cat is high up on tree branches.,3.6
bda84e58-3607-4c74-ab35-546aa5c5bf1f,I have been doing a lot of my outlining/pre-writing work in Workflowy.,Am I allowed to beat the drum for Scrivener again?,0.2
653a5939-d9a1-4a7c-bf5c-765d66b868e0,Fight for Mali Town Reflects Islamist Tactics,EU to train Mali army to fight northern Islamist militants,2.0
2e191146-dbe0-4125-9659-91abfb69d3d3,The AFL-CIO is waiting until October to decide if it will endorse a candidate.,The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.,4.0
537d705a-6da3-41dc-98ee-dc26ae4f848f,Editors from around the world urge Turkey to protect media,Media freedom at stake as Turkey fights rebels,2.0
6cc5959b-b071-42ca-b465-6c10e4bc212a,UN Chemical Weapons Experts to Visit Syria,US Says Chemical Weapons Used in Syria,2.0
648fb8e2-45b2-4f6a-bf0a-ddc45e18fff5,Three men are playing chess.,Two men are playing chess.,2.6
1bcb5376-e8c9-4c42-b8ea-25d1b237ac40,Perry has called lawmakers into two special sessions to address congressional redistricting.,Perry has since called two special legislative sessions to try force the redistricting plan through.,3.75
6dc15a0d-536e-468b-8098-793cb32b9a71,A cat opens a drawer and climbs inside.,A cat is opening a drawer and climbing inside.,5.0
77eaa238-96c8-46fd-a3a5-b5cf53323578,"It depends on what you want to do next, and where you want to do it.",You need to pick how and where you want to place your foot and do it.,1.0
cbdd4dcf-d5a1-47ef-ae85-b8bf2bed275f,mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa due to the high degree of organized crime and drug trafficking.,mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa to fight drug trafficking.,4.6
4965ae7f-452d-4e1a-b3fe-cd356b99f430,A dog under the stairs,A dog is resting on the stairs.,2.2
e20ab2bd-2a40-4a08-b777-c9362c3774e8,Stocks dipped lower Tuesday as investors opted to cash in profits from Monday's big rally despite a trio of reports suggesting modest improvement in the economy.,Wall Street moved tentatively higher Tuesday as investors weighed a trio of reports showing modest economic improvement against an urge to cash in profits from Monday's big rally.,2.8
fa567e83-d7a1-42ff-80fc-7886b0ced5fc,A small yellow boat sitting on a tropical beach.,A small girl sits on a stone ledge near a white flowering plant.,0.0
5f188a7f-a943-46e1-bb36-7ad1dbc93382,alstom is in competition with japanese and german countries for the contract.,alstom is competing against japanese company shinkansen and german company ice for the contract.,3.6
5913e893-1c90-4cf8-9cf4-9ef29e2e8302,The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.,"The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12, for which officials have also blamed al-Qaida.",3.6
1684d4ff-093a-4356-938a-86b9945ca690,Transcript reveals confusion over evacuation of South Korean ferry,Transcript Reveals Confusion Over Ferry Evacuation,3.6
a0ad90ee-ef3c-4797-ab2e-d08ceb76d7dd,Voting canceled in three provinces in tense Thai election,Cambodian opposition rejects Hun Sen election win,0.0
3bc77577-4987-48eb-a297-e82116012cac,Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association.,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association.,3.5
818947c2-b396-4d4a-9dec-b4ff9d583c9c,Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams.,The International Union of Painters and Allied Trades endorsed Mr Dean several weeks ago.,2.6
a86184a1-a664-45ba-a6c3-86439a2feafe,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.,3.0
5c4e0be6-4caa-4316-bb95-1b9bbbc58034,Five foreigners sentenced to death for drug smuggling in Egypt,Egypt sentences Pakistani amid 5 to death for drug smuggling,4.2
d5427674-33e3-4938-97e6-772146e663d6,A man is walking along a path through wilderness.,A man is walking down a road.,2.5
26a2b502-b7e2-4f5e-8d41-cfeacbbe5269,A Golden Retriever jumping off a wood porch.,A golden retriever is jumping off a wooden porch,5.0
acfed807-2f4c-4a62-ba4b-d5356c06c9c2,"Forget for a moment that you ever learned anything about so-called ""complex"" or ""imaginary"" numbers.","As others have already mentioned, numbers are of course abstractions.",1.2
3cceb915-3a10-489d-895f-ca6e3d617d2a,U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.,More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.,4.6
c08b77a8-8bb3-4a67-92ab-eaea1d344aa8,Blitzbokke ousted by Fiji,Blitzbokke beaten by NZ,2.0
8b1e79b7-0676-4ed8-b784-38467ccad9a8,Vehicles ablaze in collapsed Japan tunnel,Vehicles 'left burning' as smoke emits from Japan tunnel,4.2
6f6280ac-015b-4a38-b574-6b121e695844,I was in a similar situation.,I am in a similar situation.,4.0
5335e579-ad44-4e07-ba70-33f9220bd14a,An Apple computer sitting on the floor.,A Macintosh computer sitting on the floor.,3.8
ea4e9343-a964-4d30-a6fa-f9f7587ff064,A large jet on the ground at the airport.,A large airplane parked at the airport at night.,3.6
869413e9-8049-484e-a046-8afacd9ce34d,Schiphol airport partly evacuated after bomb threat,Schiphol airport evacuated due to bomb threat,4.0
0eba0dd2-736b-49b0-afb8-002038de348b,A red truck spins their tires while a black one leaves the frame.,Red truck spinning tires and emitting smoke from behind.,3.2
27387d83-fb00-47b5-8743-8c6f29c1d09a,China treasury bond futures open higher Tuesday,China treasury bond futures close mixed Wednesday,1.0
0749f07d-51f7-4104-8875-ebe930e19f2d,Boston bombing suspect to appear in court,Boston bombing suspect buried,1.2
0b08f322-0655-402c-bdc9-c86ba9f633f8,A grey house with a red door.,House with a red door.,3.4
8840366b-c839-4290-bef0-7728b0206d0d,Spanish train crash driver to be questioned,Spanish train driver Garzon to be questioned by judge,3.8
5826a00a-ff52-4fc9-a032-064603975af1,"""Jeremy's a good guy,"" Barber said, adding: ""Jeremy is living the dream life of the New York athlete.","He also said Shockey is ""living the dream life of a New York athlete.",2.75
722e88f8-12ee-479e-a323-9d6bbec6930b,Turkish police mass near Istanbul park protest area,British police deny protecting sex abuser Savile,0.0
7ae618a5-1711-4a3c-9916-dc3da1297caa,A yellow and black bird eats from a bird feeder.,A flock of birds flying over a body of water.,0.6
a7145305-4006-4078-8c52-1b7d63356101,Three sheep on a dirt road viewed from a passenger vehicle.,Three sheep on a dirt road shot from a car.,2.2
3ccd9245-abef-47d1-b7d6-82292de8c5d8,A man is dieing in an operating room.,A man is kissing a woman in stage.,0.4
f54bdc14-214f-419d-ad48-d1dc69b7395d,Two large black dogs are playing in a grassy field.,Two white dogs are running together.,2.2
e65cbea0-3795-430c-8e7f-11bc836e8146,Work into it slowly.,You work on it slowly.,4.0
c1e3a248-9877-4e94-8c02-a86b419293f8,"A long-haired man with a hat standing between two large, half-empty Coke bottles.",A man with a cap and jacket walking between two large bottles.,3.6
99749f0b-f70f-4650-8e9e-e51be82296ef,"Bomb blast rocks shopping mall in Nigeria, 12 killed",Bomb blasts before Indian opposition rally kill 4,1.4
3dfa98cf-ecfe-4d6c-9064-22e8b414e9a3,Hosni Mubarak retrial adjourned until 8 June,Mubarak retrial adjourned to June,4.0
58dadbbf-4129-4e03-889b-6165c6261507,You didn't mention PFA before that one post.,I didn't mention restraining order either.,0.8
351fae1a-ae36-4434-8799-9f765f6b9012,Iran rejects claim on chlorine bombs,Iran rejects MKO claim on nuclear site,2.4
139e66c7-7c00-4a94-8529-9153f4e8ab55,The Commerce Commission would have been a significant hurdle for such a deal.,The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal.,1.8
14460815-bc03-4683-93d6-7f0903571d4e,"U.S., allies to add sanctions against Russia over Ukraine",EU Slaps New Sanctions on Russia Over Ukraine,3.0
d1c75b09-009f-45c2-a29d-3a2386f1e28e,Freddie Starr Arrested In Savile Abuse Probe,Third man arrested in Savile sex abuse probe,3.2
dec80af2-b2ba-4b7c-b39c-7a94ffb5703b,He's not wealthy because he's successful.,Why hate people because they are successful?,0.8
656515f2-c221-44dd-b3f1-9b4f6e3278d0,"He wounded a security guard and then fled, stabbing two passersby as he ran off along the promenade.",He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.,3.2
47b21fe5-9126-4019-9da4-9c292364965c,Two men are helping a boy.,Two men are with a young child.,3.6
d8cd5746-6464-498f-8e2e-226e079c0e43,Palestinian president assigns academic to form West Bank gov't,Palestinian president wants Israelis to talk peace,1.8
65cc96f7-f532-4f19-ab8f-cb3079213d0a,A man is swinging on a rope above the water.,A man in warm clothes swinging on monkey bars at night.,1.6
cb85435f-c238-4c90-9f78-e0933f6fc759,"Iran, world powers begin new round of nuclear talks","Iran, world powers pledge new nuclear talks",4.2
74b161dd-aba8-46bf-8664-74e474d52ad3,A woman cuts up some vegetables.,A woman is placing skewered food onto a cooker.,1.0
0ed10881-2aad-4067-89de-ecf0efab6a3a,"Although cheese is very healthy and also good during pregnancy, some types might contain Listeria, which can cause serious problems.","As was mentioned, the problem with cheese is the potential for Listeria.",3.2
87d1a55a-1cb6-403b-a160-e8958c0f5489,officials state that decision about the treaty will depend on u.s. action on its plans to deploy missile defense systems in poland and the czech republic.,russian military officials stated the decision would depend on whether the united states proceeds with its plan to deploy missile defense components in poland and the czech republic.,4.0
8780a8c8-0adc-477a-b07f-2ba39e8e4a2a,A white dog running through the snow,The black and white dog runs through the grass.,1.4
020aec19-7934-49d3-aa65-f2f81d5c1257,"Kerry to visit Jordan, Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,2.5
45194703-d34f-4fbc-80d4-8e88c3e7a39a,Israel must release or try Palestinian on prolonged hunger strike,Israeli minister wants Palestinian leader's ouster,0.5
226be6e6-3ac2-4e1d-9930-da485e0f2383,Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.,Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.,4.4
c3445d67-08d6-493b-89ad-5446dcd4f481,A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water,2.2
9180b754-1587-438f-b938-2b15f46dac1f,A Japanese swordsman jumps into the air.,A woman is getting her dog to jump in the air.,1.0
a541b78c-413a-427e-8843-b1265629ba15,I've had this same problem.,I had this problem before.,4.0
67fad74f-b07c-4354-9cb5-bddbd79e1dcf,Mubarak faces verdict in murder trial,Mubarak's sons face new charges of insider trading,1.4
1e7bf9ab-f503-4f3b-b659-f463a10e04cc,A woman is shooting a gun.,A woman shoots a shotgun.,4.091
1d3f9ab8-eefb-488f-b832-3d13dfad2cfe,"Islamic militants kill 9 foreign tourists, 1 Pakistani",Gunmen Kill 11 Foreign Tourists in Pakistan,2.8
bf2c6af4-8eb6-4092-ac22-ba876dcedfc1,Iran hopes nuclear talks will yield 'roadmap',Iran Nuclear Talks in Geneva Spur High Hopes,4.4
3f1c774c-748c-4434-bf89-d8ecbf2dcf81,US stock futures edge up ahead of jobs report,"Stock futures edge higher, all eyes on Fed",3.0
6c846406-2ef0-4a6e-a8a1-1166f3d7b96e,Avalanche buries at least 100 Pakistani soldiers,Avalanche buries over 100 Pakistani soldiers,4.6
7e5c9c1e-c891-4cae-aec9-0b45e39ec0d2,Obama orders Syria 'gas attack' inquiry,UN urges Syria gas attack inspection,2.0
18ed8534-b1ad-4f20-a703-f0872e6dd751,A Tale of Two Passes: How The New York Giants Won The Super Bowl,Lesser of two evils triumphs in Super Bowl,1.4
633d03cb-6a15-4a53-b88a-96caa664ec3d,Rev's Early Reads: March 2,"Rev.'s Early Reads: Sept. 3rd, 2015",2.0
200a49dc-fdec-49a5-ace3-f36f33c159d3,A man is cutting a potato.,A woman is cutting a tomato.,1.25
aaa73051-ad75-47bf-a07e-0336340aba67,Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.,Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.,3.8
a1a88255-78bc-41fb-a693-8e4aed8fba2c,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.,"The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.",4.4
dd2256f7-70f2-4d05-a173-bc4a172c4b47,Obama declares health care law is working,Obama pledges to make new health care law work,3.0
a266bdcc-9999-49fb-b65e-1c16b13368a3,"Paul Themba Nyathi, an MDC spokesman, said the Avenues Clinic was being targeted because it was treating opposition supporters.",MDC spokesperson Paul Themba Nyathi said the Avenues Clinic was targeted because it was handling opposition supporters.,4.6
b6a62117-a1f3-46f1-9ff1-87e89ea5afec,Putin 'Wins Russian Presidential Election',Putin 'wins' Russia's presidential election,4.2
563c555b-e37e-4ac8-b6f7-4140f89f77fb,A man is playing the guitar.,A man seated in a room is playing the guitar.,4.0
152b6035-8fd6-4323-8617-141feda787ac,A woman placing a baby on a skateboard on the beach.,a woman holds a small baby on a skateboard at the beach,4.6
72d2788a-5a3d-47fb-9d1e-4b5672d9134c,"Russia, China veto UN resolution on Syria endorsing","Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)",3.8
fd1a8776-f77a-42f8-b7b0-5ec5305eb7c0,A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.,A tropical storm rapidly developed in the Gulf of Mexico on Sunday and could have hurricane-force winds when it hits land somewhere along the Louisiana coast Monday night.,4.0
5487a832-1ebd-4e89-af11-939f40fb188e,"After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close.","After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.",5.0
b1888205-deea-4d93-a36a-ece33e41eece,A man is running.,A man is dancing.,1.25
5af4215f-5065-43db-95eb-0fe614579d54,a man walks two dogs on leashes down the street,A man walks two dogs in the city.,4.2
a4e3c122-db1e-4be6-a4a9-6173583d47c0,Lord Palumbo offers hope for a relationship with his son James,Oscar Pistorius sent for mental evaluation: what will it mean?,0.2
de41e500-3176-4045-afaa-cad9c43abb69,Gusmao consolidates power in East Timor elections,Supreme Court possibilities if Romney wins election,0.0
0e49c754-1db2-45ff-87a9-6fdcbc647437,"""It appears from our initial report that this was a textbook landing considering the circumstances,"" Burke said.","Said Mr. Burke: ""It was a textbook landing considering the circumstances.""",4.0
c729a0a5-1d7e-4cea-8bd1-5ade100da608,A man and a woman are riding bikes on a street.,A man and woman are riding bicycles across a junction in the city.,3.6
b7ba2ce9-ee4c-4659-a0db-07dd8fe390cb,China yuan weakens to 6.3282 against USD Monday,China's yuan weakens against USD for third day,3.2
a26dbbe4-c344-4020-b8eb-0c780ec6d532,He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.,He said the attackers left behind leaflets urging workers at the Ishtar Sheraton to stop working at the hotel.,3.0
6021f8bb-e210-4241-ac89-0c96238d7e7d,Vivendi shares closed 1.9 percent at 15.80 euros in Paris after falling 3.6 percent on Monday.,"In New York, Vivendi shares were 1.4 percent down at $18.29.",1.4
43147ee0-d9ae-42d4-8d9b-ab632b598981,the extradition conditions stipulate that the tunisian can only be prosecuted for the single charge of falsifying documents that italian authorities can provide sufficient evidence to prosecute.,spokesman for the swiss justice ministry folco galli stated that the extradition conditions stipulate that mejri can only be prosecuted on a single charge of falsifying documents for which italian authorities could provide sufficient evidence to prosecute.,2.6
d09236d0-1cf4-410f-9164-1feca1b4b9b7,Heavy Fighting Reported in Syria's Aleppo,Heavy fighting reported in Damascus,1.4
6c9e5e56-b7f9-4625-8ef6-b6e62527b88e,"You mean, you believe the word of the Mainstream Media?","You mean, you believe the word of the SpringHallConvert?",1.8
cf0a294d-ff67-4a19-92bd-aeb7dfd0a619,The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.,Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.,3.5
afe6dff4-d9c3-4339-ac74-7d55e4b5aca5,Israel ends airstrike case; Palestinians critical,Israeli gunboats fire at Palestinian fishermen,1.4
c56df9ed-4b61-4bbf-b820-8170dfa08069,A young girl going down a tube slide.,A young girl swinging off a tire swing,1.8
8ae897d7-0be8-4ada-8c86-0063e3772887,South Africa's Mandela taken to hospital,South Africa: Mandela remains in hospital,3.2
6bac88ce-8e35-4820-97a2-601d9aaca912,A woman is slicing a garlic.,A woman is slicing a big pepper.,2.2
88652388-5d57-4059-af09-b4db30a576a1,"France shuts mosque, arrests man in crackdown after attacks",Security tightened at New Delhi churches after attacks,2.0
3f366342-7367-4883-a506-ec0758e194b8,Algerian president in France for medical tests,Algerian president in France for medical tests after minor stroke,3.6
9f51219e-fb94-4a4e-9b3e-94f34cabc94d,"One child pulls another, sitting in a red wagon, along the sand.",A young boy pulls another boy wearing a silly hat in a radio flyer wagon.,3.4
ab027385-7d7b-4cb6-aebe-0177db8dc2a7,A person is peeling a potato.,The man is peeling a potato.,3.75
f7ff3a7f-261c-4d7b-999c-9b732952fb7f,"Some studies suggest open-space environments lower working efficiency with 2-10% due to interruptions, stress and noise.",There's an iPhone app called Groups which might be helpful.,0.0
1d8d2a1a-7031-4756-bba6-b6c7326bb99e,It still makes no sense.,It's you who makes no sense.,1.4
43adb198-b9d3-4bb3-bfb5-d8af792c879f,Strong new quake hits shattered Pak region,Powerful new earthquake hits shattered Pakistan region,5.0
cbdb6110-16b6-4f94-ab8c-263fb9d2ae11,Pak religious body endorses underage marriage,CII endorses underage marriage,3.0
d1b302da-bdcf-4c12-bf1b-80dd2aa0f5c9,U.S. retailers agree to Bangladesh plant safety pact,70 retailers agree to new Bangladesh factory safety pact,4.0
c5eb7a33-6939-477a-a1ef-1619e9efccf0,Ernst & Young admitted no wrongdoing with the settlement.,Ernst & Young spokesman Kenneth Kerrigan said the firm admits no wrongdoing.,4.0
d2d85665-9216-478f-96c2-9989a50f0a6e,Tokyo to host 2020 Olympic Games,Wrestling to feature in 2020 Tokyo Olympics,1.4
6ae708ea-aca3-4c60-a7cd-b12103187768,Three dogs running in the dirt.,The yellow dog is running on the dirt road.,1.4
7ccf3cd1-0c74-408e-a917-66889186ef4b,"Along with chipmaker Intel, the companies include Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. and Nokia Corp.","Along with chip maker Intel, the companies include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.",4.8
55024eae-ff53-4b29-bfae-fb31506ed877,A man with a grey beard rides his bike on the beach of the ocean.,A spotted dog stands on his hind legs to catch a ball on the beach.,0.6
aefdbd91-ab4a-4e69-a1ef-f3e431152129,Train going down the tracks.,A black steam train traveling on the railroad tracks.,3.8
36350b3c-1183-4d2e-a832-c80f660e842c,All of these effects are related to the 11 year solar cycle.,I will be specific to answering the part regarding the prediction of solar flares.,0.8
cc986266-2975-4152-a8e3-f0376feaba5f,Tokyo shares open higher over buoyant U.S. market,Tokyo shares open higher tracing U.S. gains,4.0
faa34437-093f-4542-b079-2785ee096925,Egypt Crackdown Draws Condemnation,Egypt: Egypt crackdown sparks global outrage,4.6
e1bfa5c9-bac4-4e95-afc6-3a27cb4d31e8,A little girl walks on a boardwalk with blue domes in the background.,A man going over a jump on his bike with a river in the background,0.0
e9e7a8a5-c268-4024-a71a-6218bf9a6b5b,"A teenage girl running on a beach shouting, with an older man walking behind her.",a young child running along the shore at a beach,1.8
02ea17f5-2e97-43f6-ae87-e3f5ebe61367,A man is doing exercise.,A baby is laughing.,0.0
0180bc26-a40f-45f0-9b2c-109643816885,Gunmen kill 10 in Philippine political violence,Five killed in Philippines volcano eruption,0.6
2d65686b-085d-4790-9d7f-7a2e1a17bbc5,A guy on a white horse.,A man riding a white horse in an arena.,3.2
cc7d80ec-9e7c-4c9e-b7ff-069c38044c00,A silver AreoMexico Jet Liner sitting on the tarmac.,An aeromexico silver plane is on a runway.,4.2
32fb4f33-911f-4fc3-99c5-354d0323fa99,Nelson Mandela hospital release reports 'incorrect',Nelson Mandela Goes Home After Hospital Stay,2.0
671d3a79-f0a7-4fe3-baec-f5da415df6bc,UK spends £3m on foreign prisons,US spends $50m on carp invasion,1.6
633cc827-94e1-4d49-9bdd-635469bdb4e3,A girl is eating a cupcake.,A man is slicing a cucumber.,0.0
60d2db22-044a-4747-81b8-865295b0fa8d,"""Tomorrow at the Mission Inn, I have the opportunity to congratulate the governor-elect of the great state of California.","""I have the opportunity to congratulate the governor-elect of the great state of California, and I'm looking forward to it.""",4.0
8eefad2f-657f-497f-b6b9-230ed6ae38ec,Global progress seen in ending death penalty,Iran diplomat: progress being made in expert-level talks,0.0
165b346c-20b8-4c86-8bc3-80d7206f60c0,A man is playing keyboards.,A man is riding a mechanical bull.,1.2
6267d4cc-b09a-42bf-bf25-4af7839cfca5,"US, NATO Raise Doubts Russia Pulled Back from Ukraine Border","No Sign of Russian Withdrawal From Ukraine Border, Official Says",2.6
e2491563-be2f-4d8e-840e-42c59eed59e4,A woman is frying fish.,A woman is cooking fish.,4.0
5700622b-799b-4b32-a1e2-dd7a4027113e,A father napping in a chair with a baby on his lap.,Man with pink shirt sleeping on chair with infant.,3.4
0c87bde6-6c3c-466f-9bbd-df54151e1686,A man in a blue dress shirt.,A man in a white shirt and blue pants is talking with a woman in a pink shirt.,1.8
531428f3-d8a1-40ec-b9c1-586e01474c2c,The industry's largest association is urging its members not call the more than 50 million home and cellular numbers on the list.,"Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.",3.2
800abe59-7f5b-461a-8a5b-13d1ba944ac5,Female in a maroon shirt engaged in conversation with another female in a tan blazer.,"A girl in a blue dress and another girl in a purple dress, both smiling.",1.2
0282139b-a8fa-47f0-94c6-61518bfb9c87,‚ÄėGlee‚Äô star Cory Monteith found dead in hotel room,Cory Monteith found dead: Canadian ‚ÄėGlee‚Äô star was 31,3.4
86b63c6c-3f71-4a0f-b9a9-be15ec25321d,Asian markets hit 3-wk high on hopes of US debt deal,Asian stocks hit three-week highs on hopes of U.S. debt deal,4.8
f7241f75-9840-4c17-9abe-077cf8657b11,A boy in a red sled is riding down the hill.,A multicolour dog in a red collar crouching on the grass.,0.0
6063b4fb-55f6-4e74-b383-0ae0e3b353ff,"Geraldine Andrews, the pastor's daughter-in-law, said Robinson recently took her daughter out of a mental health facility.","Geraldine Andrews, Reynolds' daughter-in-law and a friend of Wilson's family, said Robinson had recently taken Wilson out of a mental health facility.",4.0
ad621b79-82dc-4646-8735-817c94d92226,"Three clowns in bright, multi-colored costumes.",Three women in brightly colored dresses.,2.0
4180f1d7-a2ed-4c9d-a7a9-73d8409bb86c,A person is slicing some onions.,A hamster is singing.,0.0
5e544d98-747f-4c79-a558-52f9cc301541,sheik doon salad ilmi said civilian casualties resulting from overnight mortar and rocket attacks happen every day.,sheik doon salad ilmi stated that civilian casualties resulting from overnight mortar and rocket attacks are admitted to the hospital nearly every day.,3.6
2cfc2f3a-9569-4056-a2bd-06aadc7b4d03,A man puts some cheese on a pizza.,The man sprinkled cheese on the pizza.,5.0
3b37c977-4fc0-41ef-98f8-7d054cfcfe72,"""The economy, nonetheless, has yet to exhibit sustainable growth.",But the economy hasn't shown signs of sustainable growth.,4.75
01268017-c8de-42aa-a61d-505f7c673e8b,A rabbit is playing with a toy rabbit.,A bunny is playing with a stuffed bunny.,4.25
f551582a-2f6a-49c1-b780-35c693bca8fe,A human riding a skateboard.,A child is riding a skateboard.,3.8
a9f2405e-9596-4717-b51e-c71f6c98bf34,A white cat perched on a small wooden cabinet is looking outside the window.,"A cat, perched on a table, looks out the window.",3.4
17a1f210-13be-458f-921e-c1f07ee394c0,Syrian envoy to Cyprus defects to Qatar,Syria deploys more troops despite peace deal,0.8
36b2520f-7e85-4771-8c09-200787c50e6d,Iron Lady Margaret Thatcher dies at 87,Former British PM Margaret Thatcher dies at 87,4.6
e7acd4e2-8578-4d5c-9e98-72833fd7f228,Two arrests made after protest against Nigel Farage,Kerry vows progress after latest intensive Mideast trip,0.0
3e26b436-612e-4ef1-bb84-5a59257e8099,Homs mortar fire kills 105,Homs offensive kills 200,2.6
5c2e1ee1-493c-4fc3-bb3d-a2d470482d7e,Specifically a Baptist.,Specifically Gnostic.,1.2
186c106e-c94e-4ebb-9e8f-032ec7128dd6,"His daughter, Nina Axelrod, told The Associated Press that he died in his sleep, apparently of heart failure.","Axelrod died in his sleep of heart failure, said his daughter, Nina Axelrod.",4.333
bd12982d-4e48-44e3-ab3d-c5349f8531d3,Red double decker bus on side of street.,A red double decker bus on a crowded street.,3.8
3221ba47-8222-449d-b9f5-450ccf4ec45d,two young girls hug each other in the grass.,two young girls holding each other on the grassy ground,4.6
29d8b385-8f38-4e20-9369-279514660e04,Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.,Members of Kathleen Peterson's family were not present.,1.0
e9818948-2502-440d-a15c-f31b23fbce06,The cows feed in the trough.,The brown and white cows are eating in the trough.,4.0
10b8b088-8a19-4e97-9ce5-e9f389d94d0d,Two women posing with a baby.,Two smiling women holding a baby.,4.0
93645adb-6cf1-4e01-8b7a-70c308819c67,Two soccer players battle for the ball during an intense match.,Two little orange and white dogs are in the snow.,0.0
222df376-40fd-45d6-be93-2236baded2fe,Mandela to spend Christmas in hospital,Mandela movie to open this month in South Africa,0.2
01ecab98-d782-4982-93b5-55d383f2ca00,A woman is sitting on a sidewalk with a cell phone at her ear.,A woman is riding her bicycle.,0.5
eb746558-1d6a-4e83-8b4a-bee7bb87d206,A person is adding chili powder to chili with beans.,The man is adding seasoning to the beans.,3.8
bb836ecf-47bf-4805-bacf-7c5a26a47b64,a snowboarder jumps into the air.,A snowboarder flies through the air.,4.0
5fed3bd3-2180-4176-9c0b-860b5744c722,"The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas.","Another person, a man from Fort Worth, Texas, also was missing.",3.6
09d03b39-d8a4-44d7-a907-a78c9f97b336,Franklin County Judge-Executive Teresa Barton said a firefighter was struck by lightning and was taken to the Frankfort Regional Medical Center.,"A county firefighter, was struck by lightning and was in stable condition at Frankfort Regional Medical Center.",3.2
9eeb1ec1-f7e0-4986-a75c-cef9a1ee8d6e,Egypt protesters defy cabinet threat to end sit-ins,Egypt protesters defy cabinet threat,4.0
6f688d11-7208-4762-94e7-0a1e370f8369,Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.,4.8
fa3500b0-0786-4cc2-97fa-0dd81b79c6fc,I don't think it makes any tremendous difference.,I don't think it makes much difference.,4.0
c22bd299-06c5-4dc5-955a-d44725c57e4b,The woman is pencilling on eye shadow.,The girl is using an eye pencil on her eyelid.,2.8
ace6451c-94c1-4682-9885-353949ffa9b3,The religious people are enjoying the outdoors.,The group of people are enjoying the outdoors.,3.6
89db8e68-e8d9-4c3c-abf0-3c9a57b8b595,A couple are running towards the ocean.,"A man and and woman are running together, holding hands.",2.818
